Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_encoded,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,season,country_BEL,country_BRA,country_CHE,country_CHN,country_CN,country_DEU,country_ESP,country_FRA,country_GBR,country_IRL,country_ITA,country_NLD,country_NOR,country_Other,country_POL,country_PRT,country_RUS,country_SWE,country_USA,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,room_type_changed,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
3885,City Hotel,0,-0.48175653966858706,2016,November,45,4,1,2,2,0,0,0,0,0,A,D,0,28,-0.12701640452702223,0.43287043410326753,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,False,False,False,True,False
3886,City Hotel,0,-0.05331986862846866,2017,April,16,17,1,3,2,0,0,0,0,0,A,A,0,28,-0.12701640452702223,-0.3005299763722803,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
3887,City Hotel,0,-0.9423259610367144,2016,February,8,16,0,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.21904104187499718,1,1,0,False,False,False,True,False,Winter,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3888,City Hotel,0,-0.6209984577566255,2016,May,21,21,1,1,2,0,0,0,0,0,D,E,0,9,-0.12701640452702223,1.204299014010881,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
3889,Resort Hotel,0,-0.6638421248606374,2016,August,36,31,2,5,2,0,0,0,0,0,A,A,1,0,-0.12701640452702223,2.0083231677174074,1,3,1,False,False,True,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
3890,City Hotel,1,1.5747394813239814,2017,May,21,24,0,4,2,0,0,0,0,0,D,D,2,9,-0.12701640452702223,1.1600233596006906,0,2,0,True,False,False,False,False,Spring,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3891,City Hotel,0,-0.6959748751886463,2016,June,23,2,0,2,2,0,0,0,0,0,A,A,2,3,-0.12701640452702223,0.10691469611413519,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
3893,Resort Hotel,1,1.8210905671720496,2016,June,27,28,2,8,2,3,0,0,0,0,H,H,0,240,-0.12701640452702223,1.5139569651005569,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3894,Resort Hotel,0,-0.9530368778127174,2016,October,41,5,0,4,2,0,0,0,0,0,A,A,1,0,-0.12701640452702223,-1.2512342121739164,0,1,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True
3895,Resort Hotel,0,-0.9851696281407263,2017,January,4,24,0,1,2,0,0,0,0,0,F,F,0,250,-0.12701640452702223,-0.7079746488586958,1,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
3896,City Hotel,1,-0.10687445250848346,2016,January,4,22,0,1,2,0,0,0,1,0,A,A,0,29,6.5352015425634,-0.04248168379755048,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3897,City Hotel,0,-0.6959748751886463,2017,August,33,17,0,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.9811601895516462,0,3,0,False,False,False,True,False,Summer,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3898,Resort Hotel,0,-1.028013295244738,2016,March,12,15,0,3,1,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-1.5228639938315267,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
3899,City Hotel,0,-1.006591461692732,2016,December,52,20,0,3,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.44992635628396593,0,1,0,False,False,False,True,False,Winter,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3900,City Hotel,0,-1.0173023784687352,2017,April,16,18,0,1,1,0,0,1,0,1,A,A,0,9,-0.12701640452702223,0.9218040410869661,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,True,False,False
3901,City Hotel,0,-0.9423259610367144,2015,October,43,20,0,4,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,0.025969021180167206,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3902,City Hotel,0,-0.7495294590686611,2015,November,48,23,1,3,2,0,0,0,0,0,A,A,0,12,-0.12701640452702223,-0.8437895396875009,0,1,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
3903,City Hotel,0,0.6321788050357208,2017,June,24,15,1,3,1,0,0,0,0,0,D,D,0,9,-0.12701640452702223,1.1187356327887334,0,2,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3904,Resort Hotel,0,2.0031761523641,2015,October,42,12,2,5,1,0,0,0,0,0,A,A,0,273,-0.12701640452702223,-1.4690812970633198,0,0,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,False,False,False,False,True
3906,Resort Hotel,0,-0.9209041274847085,2017,February,5,3,0,2,2,0,0,0,0,0,A,D,0,0,-0.12701640452702223,-1.3191416575883188,1,1,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
3907,City Hotel,1,1.467630313563952,2017,June,25,23,1,2,2,0,0,0,0,0,A,A,0,20,-0.12701640452702223,0.24272958694294033,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3908,City Hotel,1,1.938910651708082,2016,November,46,7,1,2,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-0.04248168379755048,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3909,Resort Hotel,0,-0.9958805449167292,2016,October,44,27,0,1,1,0,0,0,0,0,A,A,1,0,-0.12701640452702223,-0.04248168379755048,0,0,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
3910,City Hotel,0,-0.41749103901256934,2016,March,11,12,2,1,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.48252193008287925,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3911,Resort Hotel,0,-0.6959748751886463,2016,April,16,16,4,10,2,0,0,0,0,0,E,E,0,6,-0.12701640452702223,-0.8437895396875009,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
3912,Resort Hotel,0,-0.9101932107087055,2015,December,49,5,2,1,2,0,0,0,0,0,A,A,0,350,-0.12701640452702223,-0.7623006051902178,0,0,1,False,False,False,False,True,Winter,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
3913,Resort Hotel,0,-0.16042903638849826,2015,August,33,9,2,5,2,0,0,0,0,0,A,A,0,243,-0.12701640452702223,0.9218040410869661,0,0,1,False,False,True,False,False,Summer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
3914,Resort Hotel,0,-0.43891287256457523,2016,March,14,28,1,1,2,0,0,0,0,0,A,D,0,250,-0.12701640452702223,-1.164312682043481,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
3915,Resort Hotel,1,-0.6745530416366404,2016,February,8,18,0,1,2,0,0,0,0,0,H,H,0,240,-0.12701640452702223,-0.04248168379755048,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3916,City Hotel,0,1.0070608921958244,2017,August,32,7,1,5,3,0,0,0,0,0,D,D,0,9,-0.12701640452702223,2.157719547629093,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3917,City Hotel,1,0.49293688694768234,2017,June,26,28,0,1,2,0,0,0,0,0,A,A,0,3,-0.12701640452702223,0.785989150258161,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3918,Resort Hotel,0,0.13947663333958463,2016,December,51,16,2,4,2,0,0,0,0,0,D,D,0,240,-0.12701640452702223,-1.2838297859728296,0,1,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3919,City Hotel,1,0.07521113268356687,2016,April,17,19,0,2,1,0,0,0,0,0,A,A,0,119,-0.12701640452702223,0.5143593686005506,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3920,City Hotel,0,0.300140384979629,2016,August,33,8,1,5,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,0.025697391398509843,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3921,Resort Hotel,1,2.3994800730762096,2017,June,22,3,2,5,2,0,0,0,0,0,A,A,0,240,-0.12701640452702223,-0.5925319916542113,0,2,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3922,City Hotel,0,0.867818974107786,2016,August,32,2,2,5,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,0.09197505812296669,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3923,City Hotel,0,-1.028013295244738,2016,March,13,25,0,1,2,1,0,0,0,0,A,B,0,9,-0.12701640452702223,2.2256269930434955,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
3924,City Hotel,0,-0.9101932107087055,2015,October,41,9,1,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.1752346273735168,0,1,0,False,False,False,True,False,Autumn,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False
3926,City Hotel,0,0.21445305077160537,2017,March,12,24,0,2,1,0,0,0,0,0,A,A,1,171,-0.12701640452702223,-0.1647150855434751,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
3927,City Hotel,0,-1.028013295244738,2015,October,44,31,0,1,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,0.2970555432744624,0,1,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3928,Resort Hotel,0,2.6458311589242776,2016,September,39,21,0,4,2,0,0,1,0,1,A,E,2,183,-0.12701640452702223,-0.9388599632676645,0,0,1,False,False,True,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True
3929,City Hotel,1,-0.6102875409806227,2017,January,2,9,1,4,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.20817585060869262,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3930,City Hotel,1,1.7782469000680379,2017,May,21,24,0,4,3,0,0,0,0,0,D,D,0,9,-0.12701640452702223,1.6687859406453944,0,2,0,True,False,False,False,False,Spring,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3932,City Hotel,0,-0.8030840429486759,2017,February,5,3,0,2,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,-0.8609022159319302,0,1,0,False,False,False,True,False,Winter,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3933,City Hotel,1,-0.6852639584126433,2017,January,1,6,0,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.04248168379755048,0,1,0,False,False,False,True,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3935,City Hotel,1,0.18232030044359648,2017,May,20,20,2,1,1,0,0,0,0,0,A,A,0,34,-0.12701640452702223,2.551582731032628,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3936,City Hotel,0,0.578624221155706,2016,June,25,16,0,3,2,0,1,0,0,0,A,A,1,12,-0.12701640452702223,-0.1647150855434751,0,2,0,False,False,True,False,False,Summer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
3937,City Hotel,0,1.0391936425238333,2016,September,40,30,1,2,2,0,0,0,0,0,A,B,0,0,-0.12701640452702223,0.9761299974184882,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True
3938,City Hotel,1,0.6428897218117238,2017,April,17,26,0,3,2,0,0,0,0,0,A,A,0,37,-0.12701640452702223,0.10691469611413519,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3939,City Hotel,1,-1.0173023784687352,2015,August,32,4,0,2,1,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-0.8437895396875009,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False
3940,City Hotel,0,-0.9851696281407263,2016,October,43,16,2,1,1,0,0,0,0,0,A,A,0,195,-0.12701640452702223,1.3925384526996052,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,True,False
3941,City Hotel,1,-0.513889289996596,2017,June,23,6,0,4,1,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.4650636044021867,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3943,City Hotel,1,-0.29967095447653674,2016,February,8,17,0,2,2,0,0,0,1,0,A,A,0,37,-0.12701640452702223,-0.5721597580298906,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3944,City Hotel,1,0.9856390586438185,2016,June,25,15,0,2,1,0,0,0,0,0,A,A,0,119,7.296597879373734,0.9218040410869661,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3945,Resort Hotel,0,-0.48175653966858706,2016,August,35,21,4,9,2,0,0,0,0,0,F,F,1,433,-0.12701640452702223,2.6493694524293674,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
3946,City Hotel,1,1.467630313563952,2017,June,25,23,1,2,2,0,0,0,0,0,A,A,0,20,-0.12701640452702223,0.24272958694294033,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3947,Resort Hotel,0,-1.028013295244738,2016,February,6,6,1,1,2,0,0,0,0,0,A,C,0,240,-0.12701640452702223,-1.033930386847828,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
3949,Resort Hotel,1,-0.6959748751886463,2015,November,45,2,5,11,1,0,0,0,0,0,A,A,0,281,-0.12701640452702223,-1.5228639938315267,0,0,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True
3950,City Hotel,0,0.03236746557955503,2016,February,8,14,2,2,2,0,0,0,0,0,B,B,0,9,-0.12701640452702223,-0.44992635628396593,0,2,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3951,City Hotel,1,-0.6638421248606374,2015,December,50,8,0,2,1,0,0,0,1,0,A,A,0,19,-0.12701640452702223,-0.1647150855434751,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3952,City Hotel,1,0.5572023876037001,2015,July,31,29,0,2,2,0,0,0,1,0,A,A,0,9,-0.12701640452702223,-0.531415290781249,0,2,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3953,Resort Hotel,0,-0.41749103901256934,2015,August,35,29,2,4,2,0,0,0,0,0,D,D,0,171,-0.12701640452702223,0.14086841882133647,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
3954,Resort Hotel,1,2.58156565826826,2017,May,19,13,4,6,2,0,0,0,0,0,A,A,0,240,-0.12701640452702223,-1.142582299510872,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3955,Resort Hotel,0,2.195972654332153,2016,September,37,7,2,5,2,2,0,0,0,0,G,G,1,240,-0.12701640452702223,-0.04248168379755048,0,0,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3956,Resort Hotel,0,-1.006591461692732,2015,October,44,30,0,2,2,0,0,0,0,0,D,D,1,240,-0.12701640452702223,-0.21904104187499718,0,1,1,False,False,True,False,False,Autumn,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3957,City Hotel,0,-1.0173023784687352,2016,October,44,24,1,0,2,0,0,0,0,0,D,D,0,0,-0.12701640452702223,0.9353855301698466,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
3958,City Hotel,0,-0.9530368778127174,2017,July,28,15,2,1,2,0,0,0,0,0,A,D,1,9,-0.12701640452702223,0.24272958694294033,0,1,0,False,False,False,True,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
3959,Resort Hotel,0,-0.9637477945887203,2015,July,29,16,0,3,2,0,0,0,0,0,A,A,0,241,-0.12701640452702223,0.17889658825340207,1,1,1,True,False,False,False,False,Summer,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3960,City Hotel,0,-0.3425146215805486,2017,July,30,29,0,1,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.4650636044021867,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3961,Resort Hotel,0,-0.13900720283649234,2017,June,23,7,0,1,2,0,0,0,0,0,A,A,0,241,-0.12701640452702223,-0.0017372165489089359,1,1,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3963,City Hotel,1,-0.9101932107087055,2015,October,40,2,0,2,2,0,0,0,1,0,B,B,0,9,-0.12701640452702223,1.5601340279823503,0,1,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False
3964,City Hotel,1,0.04307838235555799,2017,April,16,22,2,2,2,0,0,0,0,0,A,A,0,58,-0.12701640452702223,0.24272958694294033,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
3965,Resort Hotel,0,-1.028013295244738,2016,May,23,30,1,3,1,0,0,0,0,0,A,A,1,0,-0.12701640452702223,-1.0610933650135892,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,False,True,False
3966,Resort Hotel,0,-0.9744587113647233,2016,February,8,15,1,3,2,2,0,0,0,0,G,G,0,240,-0.12701640452702223,-0.08322615104619202,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3967,Resort Hotel,0,-0.9209041274847085,2016,December,53,31,0,1,2,2,0,0,0,0,G,G,0,240,-0.12701640452702223,2.2799529493750175,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3968,City Hotel,0,2.485167407284233,2016,September,40,30,0,2,2,0,0,0,0,0,A,A,0,1,7.106248795171151,-0.8437895396875009,0,1,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
3969,City Hotel,1,-0.3960692054605634,2017,January,4,23,1,1,2,0,0,0,0,0,A,A,0,326,-0.12701640452702223,-0.4363448672010854,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
3970,City Hotel,1,0.7607098063477563,2016,December,53,26,1,3,2,0,0,0,0,0,D,D,0,9,-0.12701640452702223,0.04579799524117287,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
3971,Resort Hotel,0,-1.0173023784687352,2016,January,1,2,1,1,2,0,0,0,0,0,A,D,0,240,-0.12701640452702223,-1.3055601685054383,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,True,False,False
3972,City Hotel,0,-1.0173023784687352,2016,May,22,27,0,2,2,1,0,0,0,0,A,D,0,9,-0.12701640452702223,2.2527899712092565,0,2,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
3973,City Hotel,0,-0.6852639584126433,2015,November,47,20,0,2,1,0,0,0,0,0,A,A,0,119,-0.12701640452702223,-0.6264857143614126,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
3974,City Hotel,0,-0.46033470611658117,2016,January,5,24,2,3,2,0,0,0,0,0,A,D,0,28,-0.12701640452702223,-0.979604430516306,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,False,False,False,True,False
3975,City Hotel,0,-0.9101932107087055,2017,May,22,28,1,0,2,0,0,0,0,0,A,D,0,0,-0.12701640452702223,-2.6093831204619677,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,False,False,False,True,False
